timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,713,106,1616,253
2,27369,6465,142586,13903
3,29633,6455,139884,13167
4,27987,6571,141199,14562
5,29363,6347,153032,13498
6,24985,1022,59640,1764
7,20077,631,25456,978
8,20046,738,25068,1057
9,20065,766,25189,1083
10,28098,138,47001,246
11,28179,128,44707,218
12,28002,105,43354,192
13,28288,126,44377,179
14,27985,139,43285,200
15,26279,108,38835,203
16,28354,132,45762,222
17,28140,145,43955,228
18,28207,120,44382,207
19,28252,126,43949,226
20,28386,111,47346,230
21,28620,149,46873,272
22,22838,85,0,0
23,15194,5,0,0
24,15167,4,0,0
25,15198,8,0,0
26,15209,2,0,0
27,15212,2,0,0
28,15205,4,0,0
29,15210,5,0,0
30,15193,6,0,0
