timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,94,128,178,277,49,979,99,26
2,93,127,185,325,48,810,98,27
3,92,125,172,249,51,557,97,22
4,116,179,321,659,52,1275,127,53
5,149,223,585,863,64,1226,166,79
6,146,223,423,988,64,3515,160,80
7,145,243,477,1166,66,5603,166,100
8,137,212,382,850,61,3479,151,69
9,138,215,388,870,60,4259,152,76
10,105,144,203,316,54,695,111,28
11,105,144,203,303,54,1131,111,29
12,105,143,201,322,58,737,111,28
13,104,141,199,326,55,1050,110,29
14,104,141,198,301,58,823,109,27
15,104,143,204,528,59,3321,111,49
16,104,141,199,359,55,1027,109,30
17,104,141,199,310,56,769,109,27
18,104,141,198,306,57,934,109,29
19,104,142,198,320,57,706,110,28
20,104,140,196,300,57,734,109,26
21,104,142,199,322,57,1127,110,31
22,104,141,198,317,59,766,109,28
23,104,140,197,329,49,1026,109,29
24,104,141,195,308,59,730,109,26
25,104,141,196,285,57,672,109,26
26,105,144,207,368,56,1045,111,31
27,105,143,198,306,53,760,110,27
28,105,142,197,290,54,723,110,26
29,105,143,200,306,58,1009,111,28
30,104,141,194,312,57,1424,109,30
