timestamp_sec,server_user_pct,server_sys_pct,server_total_pct,client_user_pct,client_sys_pct,client_total_pct
1,0.5,15.0,15.5,7.0,24.0,31.0
2,11.0,196.0,207.0,118.5,406.5,525.0
3,8.5,200.0,208.5,117.5,414.0,531.5
4,10.0,194.5,204.5,113.0,408.5,521.5
5,8.0,197.5,205.5,114.5,412.0,526.5
6,10.0,197.5,207.5,123.0,412.5,535.5
7,8.5,199.0,207.5,114.5,417.5,532.0
8,10.5,200.5,211.0,122.0,415.5,537.5
9,10.5,199.5,210.0,118.0,417.0,535.0
10,9.5,198.5,208.0,117.0,413.0,530.0
11,6.0,121.5,127.5,0.0,0.0,0.0
12,0.0,2.0,2.0,0.0,0.0,0.0
13,0.0,4.0,4.0,0.0,0.0,0.0
14,0.5,1.5,2.0,0.0,0.0,0.0
15,0.5,1.5,2.0,0.0,0.0,0.0
16,0.0,2.5,2.5,0.0,0.0,0.0
17,0.5,3.5,4.0,0.0,0.0,0.0
18,0.0,0.5,0.5,0.0,0.0,0.0
19,3.5,0.0,3.5,0.0,0.0,0.0
20,2.0,0.5,2.5,0.0,0.0,0.0
21,1.0,0.0,1.0,0.0,0.0,0.0
22,1.0,0.0,1.0,0.0,0.0,0.0
23,2.5,1.0,3.5,0.0,0.0,0.0
24,1.5,0.5,2.0,0.0,0.0,0.0
25,1.5,0.0,1.5,0.0,0.0,0.0
26,1.0,0.5,1.5,0.0,0.0,0.0
27,3.5,0.0,3.5,0.0,0.0,0.0
28,1.5,0.0,1.5,0.0,0.0,0.0
29,1.0,0.0,1.0,0.0,0.0,0.0
30,3.0,0.0,3.0,0.0,0.0,0.0
