syscall_name,count,errors,total_time_us,avg_time_us,pct_time
accept4,30471,0,917282,30,0.41
sendto,15461,0,4225822,273,1.90
rt_sigreturn,6821,0,125094,18,0.06
futex,2516,0,111247383,44215,49.99
restart_syscall,8,0,12238043,1529755,5.50
newfstatat,2,0,137,68,0.00
