timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1670,437,920,168
2,73345,13310,62253,17742
3,72763,12553,58657,18322
4,72362,11159,54673,13893
5,71445,13447,55722,17556
6,68208,13584,48160,16542
7,73065,13723,58234,17587
8,72474,13557,54171,17174
9,73414,13740,59237,18702
10,68842,13698,48754,15962
11,70030,14051,53856,17219
12,71217,14137,55448,17806
13,70053,13943,52930,17891
14,72488,14067,57864,18236
15,71015,12336,60680,18902
16,66586,10774,58566,18691
17,66283,10648,56425,17439
18,68836,10837,63425,19600
19,65578,10884,56691,17900
20,63654,11354,52536,16510
21,28640,4284,0,0
22,44,0,0,0
23,42,0,0,0
24,42,0,0,0
25,41,0,0,0
26,42,0,0,0
27,44,0,0,0
28,42,0,0,0
29,43,0,0,0
30,42,0,0,0
