timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,1117,9975,1274879,2095103,136,4386815,98309,340270
2,1842,12431,2039807,2095103,123,4231167,114969,358320
3,1207,10391,2051071,2107391,161,3745791,108150,361058
4,4187,1012223,2080767,2269183,181,2899967,135400,399593
5,1596,207615,2055167,2682879,179,3747839,123365,382510
6,3791,17439,2075647,2465791,149,2916351,125260,402725
7,1402,9431,2030591,2277375,117,4382719,98093,342063
8,2285,8135,2067455,2252799,129,3256319,105415,366936
9,1631,5447,1227775,2093055,112,2457599,76370,297206
10,1422,6931,2051071,2101247,122,2516991,88185,333381
11,2285,8103,2062335,2096127,119,5435391,96605,343290
12,1414,8871,1233919,2091007,120,2297855,94822,321500
13,1008,5387,1479679,2291711,132,2914303,79190,312191
14,1044,8187,2066431,2297855,118,2914303,104216,363313
15,1095,6855,1215487,2088959,137,2922495,84635,304654
16,1619,9319,2043903,2099199,117,2721791,98544,341212
17,2697,9343,1445887,2248703,119,3751935,101922,337727
18,2017,9191,1077247,2091007,243,2504703,97486,320182
19,1144,6443,1256447,2091007,149,2873343,86428,312452
20,969,8115,2031615,2094079,190,2723839,88762,324528
21,1005,8943,2030591,2099199,162,2875391,84809,318991
22,848,6543,1838079,2256895,147,2895871,84503,319852
23,1316,8223,2053119,2263039,205,2873343,102244,350291
24,1035,7207,1250303,2246655,151,4390911,92251,330355
25,2006,13367,2070527,2101247,168,2899967,113037,371672
26,1435,10503,1883135,2101247,215,4382719,98113,338699
27,1066,6655,2051071,2246655,170,2506751,93788,346304
28,971,6607,2037759,2096127,183,5410815,97318,342997
29,1197,7299,1478655,2096127,149,2926591,101050,340796
30,1313,7395,2073599,2107391,161,2893823,106105,369312
