syscall_name,count,errors,total_time_us,avg_time_us,pct_time
read,2350085,0,122958276,52,18.15
futex,107559,0,514570389,4784,75.97
write,70560,0,4246437,60,0.63
shutdown,35281,0,1870935,53,0.28
rt_sigreturn,2671,0,99612,37,0.01
restart_syscall,7,0,2362807,337543,0.35
