timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,208127,265215,333055,338943,137,341247,207998,54502
2,289535,357119,367871,370175,95,377343,273720,87567
3,272383,351487,418815,434687,115,436735,259514,90482
4,259071,351999,436223,446719,138,451071,247120,86756
5,345599,430079,487679,498175,118,504575,328039,98473
6,279039,335871,502271,514559,129,519679,267603,85785
7,332543,410623,428031,432639,135,438527,302544,110583
8,340223,420351,480511,487167,191,495359,316610,110507
9,275199,430079,436479,439039,162,443647,265882,112560
10,298239,304383,308479,311551,107,316159,281577,57589
11,200319,346879,464383,487423,161,490495,200105,106048
12,201215,304895,502015,550399,138,555519,203606,88885
13,211967,258559,351999,365567,154,367871,198087,66463
14,208895,296447,380159,389375,123,393215,206257,79630
15,211455,323839,391679,400127,119,403455,198881,90672
16,210943,240639,318463,406015,117,412671,202949,54904
17,211839,293887,388095,411647,141,418303,195435,83195
18,197887,346111,387327,398335,110,401919,195930,100026
19,214143,245247,395775,403711,155,406527,203143,71199
20,210047,305663,360959,367871,161,370687,205393,77246
21,209535,286719,373503,402687,134,408063,197738,78042
22,215423,301055,358911,365823,150,369151,199604,85816
23,206335,349183,432639,444415,135,448511,203005,98536
24,211455,253951,332799,350719,151,353023,201877,62738
25,212607,283135,321791,329471,174,331775,198630,73311
26,212223,270079,465407,478463,150,482559,196965,91915
27,211967,284159,314111,322559,142,325375,199086,73231
28,206847,318719,406015,416767,200,420607,202629,85237
29,210431,249471,332543,350463,133,353791,195347,61385
30,202751,318975,376319,384255,124,388863,194984,95290
