timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,157,176,231,260,140,295,160,16
2,154,171,226,242,140,256,158,14
3,156,171,226,243,141,266,159,14
4,196,260,332,404,137,816,203,42
5,225,328,461,768,165,1931,243,72
6,220,341,523,968,159,2245,244,88
7,222,300,400,509,156,1132,233,54
8,170,228,309,460,151,922,182,35
9,164,189,242,282,148,357,169,18
10,162,183,240,272,147,1179,167,22
11,165,181,232,258,146,313,167,15
12,163,182,227,258,143,294,166,14
13,159,175,234,256,145,357,162,14
14,163,181,235,276,146,1005,166,20
15,164,183,240,260,147,283,168,16
16,162,180,237,258,146,315,165,15
17,161,180,238,277,143,344,165,16
18,161,180,232,251,147,315,165,15
19,162,181,238,272,144,302,166,16
20,161,177,237,255,146,976,164,18
21,159,177,222,254,142,272,162,13
22,162,180,234,255,147,267,165,15
23,160,178,234,259,144,284,164,14
24,162,178,225,250,147,269,165,12
25,165,182,242,281,146,519,169,17
26,165,184,236,276,147,299,168,16
27,166,188,244,288,147,923,170,22
28,163,183,229,273,147,311,166,15
29,162,182,239,256,147,264,167,16
30,159,180,239,269,141,315,164,17
