timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,139,2,483,2
2,10837,61,43793,30
3,10966,63,44562,37
4,11194,61,45234,26
5,11137,48,44858,15
6,11231,38,45110,47
7,11566,47,45931,28
8,11169,58,44916,19
9,11092,50,44676,35
10,11279,59,45285,31
11,11247,60,45372,32
12,11296,49,45386,47
13,11163,48,45042,42
14,11490,48,45682,38
15,11446,49,45931,41
16,11201,37,45242,22
17,11279,28,45274,20
18,11181,33,44776,32
19,11098,49,44582,27
20,11071,71,44146,44
21,11031,55,44650,34
22,11114,55,44883,14
23,11186,48,44965,23
24,8772,33,34810,19
25,26,0,0,0
26,26,0,0,0
27,29,0,0,0
28,26,0,0,0
29,26,0,0,0
30,26,0,0,0
