timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,110756,10634708,0,0
2,110760,10634708,0,0
3,110760,10634708,0,0
4,110760,10634708,0,0
5,110760,10634708,0,0
6,110764,10634708,0,0
7,110764,10634708,0,0
8,110764,10634708,0,0
9,110764,10634708,0,0
10,110764,10634708,0,0
11,110768,10634708,0,0
12,110768,10634708,0,0
13,110784,10634708,0,0
14,110820,10634708,0,0
15,110820,10634708,0,0
16,110824,10634708,0,0
17,110824,10634708,0,0
18,110824,10634708,0,0
19,110824,10634708,0,0
20,110828,10634708,0,0
21,110828,10634708,0,0
22,110828,10634708,0,0
23,110828,10634708,0,0
24,110828,10634708,0,0
25,110832,10634708,0,0
26,110832,10634708,0,0
27,110832,10634708,0,0
28,110832,10634708,0,0
29,110832,10634708,0,0
30,110836,10634708,0,0
