timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,165,220,291,412,96,1098,173,39
2,194,286,463,896,109,1771,210,73
3,201,295,456,764,104,1374,215,68
4,203,286,411,660,103,3627,214,68
5,227,357,544,836,110,3223,247,89
6,205,309,498,1306,108,5515,224,111
7,198,286,434,1015,102,2447,212,74
8,214,320,486,932,103,3441,230,83
9,164,216,285,391,100,664,171,35
10,164,217,284,395,102,962,171,36
11,164,217,285,362,98,759,171,35
12,164,216,281,369,95,653,171,34
13,163,216,283,365,96,617,170,34
14,165,218,289,431,97,1079,172,39
15,164,217,281,361,95,726,171,34
16,164,216,281,366,96,611,171,34
17,164,217,283,381,102,677,171,35
18,164,216,283,368,100,1083,171,36
19,165,217,287,421,101,3371,172,53
20,164,222,315,362,86,725,174,40
21,163,215,282,470,100,1136,171,37
22,164,215,278,342,92,732,171,33
23,164,215,278,358,102,688,171,33
24,164,217,281,371,101,665,171,34
25,164,216,282,396,95,988,171,36
26,165,216,281,368,92,748,171,35
27,164,216,282,378,101,691,171,34
28,164,215,280,350,98,684,171,34
29,164,217,285,415,101,1097,171,37
30,164,216,283,369,94,913,171,35
