timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,28772,4661064,28772.0,4.445,0.028772
2,32584,5278608,32584.0,5.034,0.032584
3,36323,5884326,36323.0,5.612,0.036323
4,36067,5842854,36067.0,5.572,0.036067
5,37936,6145632,37936.0,5.861,0.037936
6,36915,5980230,36915.0,5.703,0.036915
7,36824,5965488,36824.0,5.689,0.036824
8,36283,5877846,36283.0,5.606,0.036283
9,36652,5937624,36652.0,5.663,0.036652
10,38136,6178032,38136.0,5.892,0.038136
11,37095,6009390,37095.0,5.731,0.037095
12,37688,6105456,37688.0,5.823,0.037688
13,37594,6090228,37594.0,5.808,0.037594
14,37482,6072084,37482.0,5.791,0.037482
15,37707,6108534,37707.0,5.826,0.037707
16,38345,6211890,38345.0,5.924,0.038345
17,36671,5940702,36671.0,5.665,0.036671
18,38037,6161994,38037.0,5.877,0.038037
19,37627,6095574,37627.0,5.813,0.037627
20,38232,6193584,38232.0,5.907,0.038232
21,38438,6226956,38438.0,5.938,0.038438
22,36706,5946372,36706.0,5.671,0.036706
23,1,162,1.0,0.000,0.000001
24,0,0,0.0,0.000,0.000000
25,0,0,0.0,0.000,0.000000
26,0,0,0.0,0.000,0.000000
27,0,0,0.0,0.000,0.000000
28,0,0,0.0,0.000,0.000000
29,0,0,0.0,0.000,0.000000
30,0,0,0.0,0.000,0.000000
