timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,784,136,1289,129
2,31545,7246,111799,6546
3,31832,7591,115609,6703
4,31724,7168,113035,7206
5,31602,6962,115829,7052
6,32020,7117,117264,7423
7,32097,7159,119275,7535
8,32334,7303,118878,7528
9,32606,7512,118869,7883
10,32101,7442,118383,7646
11,32267,7787,116623,7847
12,31986,7705,118019,7873
13,32266,7655,118879,7781
14,32037,7703,116859,8058
15,32236,7644,117061,8156
16,31841,7736,115974,7995
17,31552,7628,113310,8060
18,31339,7821,112837,8165
19,2695,628,0,0
20,28,0,0,0
21,27,0,0,0
22,26,0,0,0
23,25,0,0,0
24,26,0,0,0
25,28,0,0,0
26,27,0,0,0
27,26,0,0,0
28,26,0,0,0
29,26,0,0,0
30,28,0,0,0
