timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,15437,64773652,15437.0,61.773,0.015437
2,15315,64261740,15315.0,61.285,0.015315
3,15566,65314936,15566.0,62.289,0.015566
4,11519,48333724,11519.0,46.095,0.011519
5,9583,40210268,9583.0,38.347,0.009583
6,8851,37138796,8851.0,35.418,0.008851
7,9365,39295540,9365.0,37.475,0.009365
8,3905,16385380,3905.0,15.626,0.003905
9,3987,16729452,3987.0,15.954,0.003987
10,4000,16784000,4000.0,16.006,0.004000
11,3936,16515456,3936.0,15.750,0.003936
12,3905,16385380,3905.0,15.626,0.003905
13,3850,16154600,3850.0,15.406,0.003850
14,3946,16557416,3946.0,15.790,0.003946
15,3900,16364400,3900.0,15.606,0.003900
16,3824,16045504,3824.0,15.302,0.003824
17,3906,16389576,3906.0,15.630,0.003906
18,3886,16305656,3886.0,15.550,0.003886
19,3897,16351812,3897.0,15.594,0.003897
20,3909,16402164,3909.0,15.642,0.003909
21,3844,16129424,3844.0,15.382,0.003844
22,3933,16502868,3933.0,15.738,0.003933
23,3869,16234324,3869.0,15.482,0.003869
24,3900,16364400,3900.0,15.606,0.003900
25,3932,16498672,3932.0,15.734,0.003932
26,3904,16381184,3904.0,15.622,0.003904
27,3922,16456712,3922.0,15.694,0.003922
28,3881,16284676,3881.0,15.530,0.003881
29,3907,16393772,3907.0,15.634,0.003907
30,3924,16465104,3924.0,15.702,0.003924
