timestamp_sec,server_user_pct,server_sys_pct,server_total_pct,client_user_pct,client_sys_pct,client_total_pct
1,35.6,27.6,63.3,3.9,0.4,4.3
2,36.1,29.8,65.9,3.9,0.4,4.3
3,36.6,31.9,68.5,3.9,0.4,4.3
4,37.1,34.0,71.1,4.0,0.4,4.4
5,37.6,36.1,73.8,4.0,0.4,4.4
6,38.1,38.4,76.5,4.0,0.4,4.4
7,38.7,40.4,79.1,4.0,0.4,4.4
8,39.1,42.6,81.8,4.0,0.4,4.4
9,39.8,44.6,84.4,4.0,0.4,4.4
10,40.2,46.9,87.1,4.0,0.4,4.4
11,40.6,49.1,89.7,4.0,0.4,4.4
12,41.1,51.3,92.3,4.1,0.4,4.4
13,41.6,53.4,95.0,4.1,0.4,4.4
14,42.0,55.6,97.6,4.1,0.4,4.5
15,42.4,57.8,100.2,4.1,0.4,4.5
16,42.9,59.9,102.8,4.1,0.4,4.5
17,43.4,62.1,105.4,4.1,0.4,4.5
18,43.8,64.4,108.1,4.1,0.4,4.6
19,44.3,66.4,110.8,4.1,0.4,4.6
20,44.8,68.7,113.4,4.1,0.4,4.6
21,45.2,70.9,116.1,4.1,0.4,4.6
22,45.6,73.1,118.7,4.1,0.4,4.6
23,46.0,75.3,121.3,4.1,0.4,4.6
24,46.4,77.6,123.9,4.1,0.4,4.6
25,46.4,77.6,123.9,0.0,0.0,0.0
26,46.4,77.6,123.9,0.0,0.0,0.0
27,46.4,77.6,124.0,0.0,0.0,0.0
28,46.4,77.6,124.0,0.0,0.0,0.0
29,46.4,77.6,124.0,0.0,0.0,0.0
30,46.4,77.7,124.1,0.0,0.0,0.0
