timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,483880,7487896,0,102804
2,483880,7487896,0,102832
3,483880,7487896,0,102832
4,483880,7487896,0,102844
5,483880,7487896,0,102864
6,483884,7487896,0,102864
7,483896,7487896,0,102864
8,483896,7487896,0,102864
9,483912,7487896,0,102868
10,483984,7487896,0,102880
11,483984,7487896,0,102892
12,483984,7487896,0,102896
13,483984,7487896,0,102896
14,483992,7487896,0,102924
15,483996,7487896,0,102928
16,483996,7487896,0,102936
17,484008,7487896,0,102940
18,484028,7487896,0,102944
19,484028,7487896,0,102944
20,484036,7487896,0,102960
21,484036,7487896,0,102960
22,484040,7487896,0,102976
23,484040,7487896,0,102976
24,484040,7487896,0,102976
25,484040,7487896,0,0
26,484040,7487896,0,0
27,484040,7487896,0,0
28,484040,7487896,0,0
29,484040,7487896,0,0
30,484040,7487896,0,0
