syscall_name,count,errors,total_time_us,avg_time_us,pct_time
futex,101488,0,674654563,6647,87.13
write,66308,0,4398957,66,0.57
shutdown,33154,0,1206172,36,0.16
rt_sigreturn,15,0,428,28,0.00
restart_syscall,6,0,2743515,457252,0.35
openat,5,0,223,44,0.00
