timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,991,182,1318,206
2,23751,4926,60241,7367
3,26049,2162,73757,3620
4,27655,152,43221,235
5,28022,143,43852,233
6,28088,104,43573,174
7,29477,319,64928,876
8,18692,778,29340,17965
9,15287,443,10297,18092
10,15284,509,9550,17958
11,15545,832,9082,14719
12,15306,1267,9639,12643
13,19622,721,16697,30816
14,23936,880,19724,39466
15,23719,769,19608,39100
16,23650,909,19729,37741
17,23894,736,19624,39254
18,23426,790,18931,38171
19,22666,841,17729,36019
20,22958,1092,18732,36615
21,20251,604,48429,27802
22,15191,5,0,0
23,15199,3,0,0
24,15194,1,0,0
25,15201,3,0,0
26,15175,1,0,0
27,15214,10,0,0
28,15209,3,0,0
29,15222,1,0,0
30,15212,1,0,0
