timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,519732,7545444,0,614528
2,519736,7545444,0,614536
3,519736,7545444,0,614556
4,519744,7545444,0,614628
5,519752,7545444,0,614632
6,519752,7545444,0,614632
7,519780,7545444,0,614632
8,519788,7545444,0,614644
9,519788,7545444,0,614644
10,519792,7545444,0,614644
11,519808,7545444,0,614644
12,519812,7545444,0,614664
13,519816,7545444,0,614664
14,519836,7545444,0,614664
15,519840,7545444,0,614664
16,519840,7545444,0,615116
17,519924,7545444,0,615128
18,519924,7545444,0,615128
19,519924,7545444,0,615128
20,519924,7545444,0,615128
21,519944,7545444,0,615692
22,519944,7545444,0,0
23,519944,7545444,0,0
24,519944,7545444,0,0
25,519944,7545444,0,0
26,519944,7545444,0,0
27,519944,7545444,0,0
28,519944,7545444,0,0
29,519944,7545444,0,0
30,519944,7545444,0,0
