timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,2050444,7653260,0,106008
2,2245900,7849868,0,106008
3,2435296,8046476,0,106008
4,2482080,8177548,0,106028
5,0,0,0,106052
6,0,0,0,106052
7,0,0,0,106052
8,0,0,0,106056
9,0,0,0,106060
10,0,0,0,106064
11,0,0,0,106092
12,0,0,0,106092
13,0,0,0,106096
14,0,0,0,106172
15,0,0,0,106176
16,0,0,0,106184
17,0,0,0,106184
18,0,0,0,106200
19,0,0,0,106200
20,0,0,0,106200
21,0,0,0,106216
22,0,0,0,106224
23,0,0,0,106228
24,0,0,0,106228
25,0,0,0,106228
26,0,0,0,106228
27,0,0,0,106312
28,0,0,0,0
29,0,0,0,0
30,0,0,0,0
