timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,109567,117567,127039,133247,1289,138239,108682,14360
2,114047,125119,157567,168447,1179,173567,113935,18485
3,114815,128767,144895,150143,1128,153983,114135,16987
4,118719,126911,143871,153855,1139,157695,117379,14332
5,121663,127999,136063,141439,1088,148351,119327,17079
6,113919,123199,135295,143103,1190,145279,113769,13899
7,116287,126399,149375,162815,905,170495,114879,17405
8,114111,121151,131071,139263,1121,147711,113186,15295
9,114815,124991,147199,152191,1122,156927,114491,17271
10,114687,125503,147327,153855,1164,161279,114667,17305
11,112127,124095,140671,153343,1256,158079,112690,14883
12,118079,126591,137983,142591,1207,146431,117069,16280
13,113791,126911,157823,164607,1157,171391,113423,19729
14,115711,124799,140031,146687,1145,152063,114590,16951
15,116735,126399,145151,161151,1207,165503,115507,16596
16,114623,121087,129983,134783,1136,141567,113399,15682
17,116415,122943,132351,146431,1221,149887,114674,16505
18,113471,122239,131839,137215,1120,144255,113115,14336
19,115967,126655,151423,170367,1119,175231,115401,16413
20,123519,129151,136191,142079,1097,149375,121394,17385
21,122943,130815,138367,143231,1062,147839,121183,17874
22,126719,134015,150271,159231,1035,169087,124911,19878
23,115711,132479,323327,376319,997,382207,117789,43289
24,113919,125183,160895,168319,1071,170751,113481,19470
25,118975,133631,187263,201855,1131,206719,115888,28224
26,115903,122175,132095,137087,1063,141951,114170,16886
27,129855,142335,157055,170495,1037,175103,126762,22718
28,131455,138111,145023,150655,1045,155391,127971,21061
29,116543,128767,151935,158975,1002,163199,116719,17199
30,115391,125567,155135,161279,1090,165247,115186,16765
