timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,8487,10199,13799,15967,67,17583,8349,2161
2,9223,11127,33567,42847,73,47455,9480,4074
3,8671,9903,12567,13855,67,18111,8456,1895
4,10271,12943,16543,18815,65,21375,10082,2761
5,11055,13071,15663,16799,68,20607,10850,2410
6,10887,13287,15975,17279,78,20303,10769,2534
7,12567,15799,17823,19711,71,22143,12415,3183
8,12447,15887,19983,22015,86,24335,12221,3582
9,11519,14015,15735,17247,74,19903,11247,2782
10,10783,13591,16231,22127,75,24991,10753,2741
11,10967,13791,15831,17871,85,18879,10641,2740
12,8887,9823,11983,13263,70,15551,8708,1538
13,9071,10127,13495,14943,70,16751,8912,1831
14,8991,10367,13071,15135,81,16719,8815,1904
15,8975,9879,12783,14903,82,16895,8757,1723
16,8887,9879,12399,14023,90,15679,8691,1687
17,8799,9983,13431,15335,79,16655,8631,1895
18,8863,9831,12863,15015,74,16495,8693,1675
19,8871,9831,12487,13631,78,15519,8713,1650
20,8807,9799,12431,14047,87,15687,8627,1708
21,8847,9743,13047,15511,74,16543,8665,1677
22,8903,10143,13487,15975,82,18079,8702,1931
23,8759,9663,11727,13383,80,15223,8609,1512
24,8823,9807,12703,14167,86,15831,8700,1651
25,8791,9815,12551,14415,82,16015,8620,1709
26,8871,10623,13407,16023,77,17711,8733,2026
27,8791,9751,12119,13719,74,15087,8642,1563
28,8903,10103,12511,16263,83,19503,8788,1680
29,8863,9959,12543,14551,90,16255,8749,1675
30,8655,9623,11983,14935,85,15999,8579,1364
