timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,672,1013,1074,1130,48,2165,657,276
2,672,1051,1079,1115,42,2171,651,296
3,668,1034,1071,1102,42,2177,652,280
4,680,1047,1098,1175,42,2251,654,287
5,667,1055,1124,1550,48,4351,658,300
6,702,1064,1226,2625,49,4139,689,314
7,692,1042,1108,2171,53,4191,660,299
8,674,1022,1092,1163,47,3801,658,276
9,678,999,1068,1115,44,2189,656,275
10,703,1018,1077,1116,47,2167,655,280
11,696,1043,1077,1109,44,2165,655,288
12,666,1025,1076,1114,44,2183,653,273
13,658,1013,1073,1120,44,2175,654,264
14,691,1042,1082,1115,44,2191,655,290
15,669,1015,1081,1112,42,2175,655,266
16,690,1004,1072,1103,43,2187,655,283
17,689,1032,1078,1113,46,2179,654,279
18,668,1042,1078,1109,43,2161,654,279
19,654,1051,1085,1121,44,2185,653,285
20,703,1021,1074,1109,47,2183,655,287
21,683,1044,1082,1111,43,2187,654,285
22,706,1023,1075,1110,43,2173,655,288
23,680,1042,1089,1129,43,2175,654,289
24,675,993,1072,1102,45,2171,656,260
25,674,1035,1078,1110,45,1141,654,278
26,677,1049,1083,1116,46,2169,654,282
27,663,1047,1084,1119,45,1406,653,273
28,678,973,1066,1103,45,1129,656,241
29,675,1032,1074,1115,45,2181,655,273
30,680,1016,1077,1111,46,1137,653,275
