timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,600,2,810,7
2,28048,116,42845,235
3,28066,152,43344,219
4,28369,123,43851,189
5,28427,117,44189,201
6,28329,91,44125,206
7,28093,100,43679,173
8,28235,112,43503,168
9,28283,140,43954,243
10,28176,144,43627,244
11,28364,108,43632,191
12,28034,122,42948,220
13,28171,105,43368,259
14,28196,125,43616,195
15,28298,134,43968,225
16,28046,139,43071,190
17,28079,117,43457,204
18,28094,119,43121,191
19,28255,139,43892,246
20,28141,135,43932,213
21,28151,127,43422,212
22,28169,104,43573,225
23,28156,137,43447,263
24,22912,75,0,0
25,15178,8,0,0
26,15198,5,0,0
27,15196,1,0,0
28,15211,1,0,0
29,15198,2,0,0
30,15192,1,0,0
