timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,76264,320003744,76264.0,305.179,0.076264
2,66893,280683028,66893.0,267.680,0.066893
3,62699,263085004,62699.0,250.897,0.062699
4,60159,252427164,60159.0,240.733,0.060159
5,58498,245457608,58498.0,234.087,0.058498
6,60637,254432852,60637.0,242.646,0.060637
7,54970,230654120,54970.0,219.969,0.054970
8,59984,251692864,59984.0,240.033,0.059984
9,78081,327627876,78081.0,312.450,0.078081
10,78060,327539760,78060.0,312.366,0.078060
11,77740,326197040,77740.0,311.086,0.077740
12,77767,326310332,77767.0,311.194,0.077767
13,77768,326314528,77768.0,311.198,0.077768
14,78070,327581720,78070.0,312.406,0.078070
15,77852,326666992,77852.0,311.534,0.077852
16,78240,328295040,78240.0,313.087,0.078240
17,78159,327955164,78159.0,312.762,0.078159
18,78104,327724384,78104.0,312.542,0.078104
19,78112,327757952,78112.0,312.574,0.078112
20,78451,329180396,78451.0,313.931,0.078451
21,75994,318870824,75994.0,304.099,0.075994
22,78500,329386000,78500.0,314.127,0.078500
23,78111,327757952,78111.0,312.574,0.078111
24,78184,328055868,78184.0,312.858,0.078184
25,78408,328999968,78408.0,313.759,0.078408
26,78181,328047476,78181.0,312.850,0.078181
27,78114,327766344,78114.0,312.582,0.078114
28,78217,328198532,78217.0,312.995,0.078217
29,78268,328412528,78268.0,313.199,0.078268
30,78489,329339844,78489.0,314.083,0.078489
