timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,5182,2717388980,5182.0,2591.504,0.005182
2,4227,2216596530,4227.0,2113.911,0.004227
3,4879,2558498810,4879.0,2439.975,0.004879
4,4807,2520742730,4807.0,2403.968,0.004807
5,4986,2614608540,4986.0,2493.485,0.004986
6,4900,2569511000,4900.0,2450.477,0.004900
7,4879,2558498810,4879.0,2439.975,0.004879
8,5146,2698510940,5146.0,2573.501,0.005146
9,5251,2753571890,5251.0,2626.011,0.005251
10,5318,2788706020,5318.0,2659.517,0.005318
11,5117,2683303630,5117.0,2558.998,0.005117
12,4972,2607267080,4972.0,2486.484,0.004972
13,4886,2562169540,4886.0,2443.475,0.004886
14,4838,2536998820,4838.0,2419.471,0.004838
15,4903,2571084170,4903.0,2451.977,0.004903
16,5333,2796571870,5333.0,2667.019,0.005333
17,5355,2808108450,5355.0,2678.021,0.005355
18,5456,2861071840,5456.0,2728.531,0.005456
19,5189,2721059710,5189.0,2595.005,0.005189
20,4994,2618803660,4994.0,2497.486,0.004994
21,5111,2680157290,5111.0,2555.997,0.005111
22,5230,2742559700,5230.0,2615.509,0.005230
23,5104,2676486560,5104.0,2552.496,0.005104
24,5174,2713193860,5174.0,2587.503,0.005174
25,5175,2713718250,5175.0,2588.003,0.005175
26,4896,2567413440,4896.0,2448.476,0.004896
27,4822,2528608580,4822.0,2411.469,0.004822
28,4854,2545389060,4854.0,2427.472,0.004854
29,4744,2487706160,4744.0,2372.461,0.004744
30,4725,2477742750,4725.0,2362.960,0.004725
