timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,2465,411,1539,685
2,83455,11463,78116,20901
3,83994,10800,78238,20628
4,84762,11486,78888,21145
5,82401,11670,77597,21817
6,82945,11503,76899,21726
7,84238,11447,79168,22107
8,84423,11215,78764,21784
9,84011,11462,77778,22207
10,82861,11552,76905,22531
11,83817,11679,79036,22468
12,84047,11844,76874,21684
13,84512,11705,79287,22204
14,84269,12138,79526,22756
15,81750,11631,77038,21906
16,71775,10330,66728,18833
17,71727,10396,66593,18821
18,72789,10385,68840,18547
19,70941,10533,66199,19464
20,71049,10253,65197,19081
21,31243,4417,0,0
22,26,0,0,0
23,26,1,0,0
24,27,0,0,0
25,28,0,0,0
26,26,0,0,0
27,26,0,0,0
28,26,0,0,0
29,27,0,0,0
30,28,0,0,0
