strace: Process 1382710 attached with 22 threads
strace: Process 1383163 attached
% time     seconds  usecs/call     calls    errors syscall
------ ----------- ----------- --------- --------- ------------------
 91.15    0.185757         142      1306       455 futex
  0.15    0.000304           2       148           getrusage
  0.00    0.000006           0        75           write
  0.02    0.000035           0        74           pread64
  0.02    0.000050           1        41           read
  0.00    0.000001           0        22           lseek
  5.24    0.010680         562        19           epoll_wait
  0.03    0.000054           3        18           mmap
  0.01    0.000017           1        16           rt_sigprocmask
  2.79    0.005690         711         8         6 restart_syscall
  0.04    0.000076          10         7           madvise
  0.00    0.000000           0         3           close
  0.00    0.000000           0         2           sched_getaffinity
  0.00    0.000000           0         1           mprotect
  0.01    0.000021          21         1           unlink
  0.00    0.000000           0         1           prctl
  0.00    0.000000           0         1           gettid
  0.00    0.000000           0         1           set_robust_list
  0.00    0.000000           0         1           rseq
  0.54    0.001106        1106         1           clone3
------ ----------- ----------- --------- --------- ------------------
100.00    0.203797         116      1746       461 total
