timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,50,63,83,131,44,171,52,8
2,50,63,83,126,44,709,52,9
3,48,61,73,116,43,136,50,6
4,63,98,133,167,44,973,68,23
5,83,137,190,286,51,869,92,33
6,99,147,196,641,57,3311,106,59
7,89,130,170,223,55,3229,94,43
8,107,340,398,538,57,2983,144,105
9,340,379,400,453,308,475,345,21
10,331,359,382,419,307,488,334,16
11,332,359,390,421,310,3625,336,63
12,340,371,389,426,310,527,344,18
13,334,366,389,420,306,905,338,20
14,335,373,395,449,308,460,341,21
15,336,364,389,434,318,474,340,15
16,333,359,389,433,308,486,336,16
17,332,355,386,445,309,459,335,14
18,331,352,383,428,312,499,334,14
19,336,362,380,406,307,1091,339,21
20,333,367,388,447,309,456,338,18
21,325,367,390,419,293,427,332,19
22,340,378,396,430,312,446,348,22
23,336,369,388,412,313,416,340,17
24,333,356,384,465,307,3637,337,63
25,335,357,387,427,310,660,338,16
26,337,361,386,438,311,617,340,16
27,343,380,396,411,311,462,349,22
28,335,352,381,404,313,437,337,12
29,335,376,398,422,306,467,342,21
30,329,352,376,404,303,406,332,14
