timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,15319,64278524,15319.0,61.301,0.015319
2,15480,64954080,15480.0,61.945,0.015480
3,16038,67295448,16038.0,64.178,0.016038
4,12162,51031752,12162.0,48.668,0.012162
5,9186,38544456,9186.0,36.759,0.009186
6,8106,34012776,8106.0,32.437,0.008106
7,9009,37801764,9009.0,36.051,0.009009
8,6186,25956456,6186.0,24.754,0.006186
9,2772,11631312,2772.0,11.092,0.002772
10,2862,12008952,2862.0,11.453,0.002862
11,2843,11929228,2843.0,11.377,0.002843
12,2780,11664880,2780.0,11.124,0.002780
13,2831,11878876,2831.0,11.329,0.002831
14,2803,11761388,2803.0,11.217,0.002803
15,2811,11794956,2811.0,11.249,0.002811
16,2846,11941816,2846.0,11.389,0.002846
17,2853,11971188,2853.0,11.417,0.002853
18,2870,12042520,2870.0,11.485,0.002870
19,2829,11870484,2829.0,11.321,0.002829
20,2830,11874680,2830.0,11.325,0.002830
21,2884,12101264,2884.0,11.541,0.002884
22,2748,11530608,2748.0,10.996,0.002748
23,2809,11786564,2809.0,11.241,0.002809
24,2839,11912444,2839.0,11.361,0.002839
25,2827,11862092,2827.0,11.313,0.002827
26,2816,11815936,2816.0,11.269,0.002816
27,2740,11497040,2740.0,10.964,0.002740
28,2839,11912444,2839.0,11.361,0.002839
29,2800,11748800,2800.0,11.205,0.002800
30,2880,12084480,2880.0,11.525,0.002880
