timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,485620,7414452,0,100440
2,485620,7414452,0,100440
3,485620,7414452,0,100448
4,485624,7414452,0,100472
5,485624,7414452,0,100472
6,485624,7414452,0,100476
7,485624,7414452,0,100476
8,485624,7414452,0,100480
9,485624,7414452,0,100492
10,485624,7414452,0,100508
11,485624,7414452,0,100508
12,485624,7414452,0,100508
13,485624,7414452,0,100512
14,485624,7414452,0,100540
15,485624,7414452,0,100540
16,485624,7414452,0,100552
17,485628,7414452,0,100552
18,485628,7414452,0,100552
19,485628,7414452,0,100572
20,485628,7414452,0,100580
21,485628,7414452,0,100588
22,485628,7414452,0,100588
23,485628,7414452,0,100592
24,485628,7414452,0,0
25,485628,7414452,0,0
26,485628,7414452,0,0
27,485628,7414452,0,0
28,485628,7414452,0,0
29,485628,7414452,0,0
30,485628,7414452,0,0
