timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,156,0,0,0
2,15162,2,0,0
3,15141,4,0,0
4,15178,6,0,0
5,15186,5,0,0
6,15206,1,0,0
7,15203,2,0,0
8,15221,6,0,0
9,15201,5,0,0
10,15172,2,0,0
11,15199,1,0,0
12,15195,0,0,0
13,15204,2,0,0
14,15209,1,0,0
15,15208,0,0,0
16,15196,1,0,0
17,15208,4,0,0
18,15197,2,0,0
19,15203,1,0,0
20,15211,1,0,0
21,15198,2,0,0
22,15222,4,0,0
23,15215,5,0,0
24,15214,4,0,0
25,15225,3,0,0
26,15210,3,0,0
27,15220,1,0,0
28,15203,0,0,0
29,15216,2,0,0
30,15205,5,0,0
