timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1591,359,1061,215
2,75340,11472,64253,16623
3,74507,11562,60180,15856
4,76573,11701,61956,16455
5,73915,11319,59949,15419
6,78706,11063,67751,18100
7,80898,11090,72330,19361
8,76560,11142,64870,18587
9,79378,10966,70718,19465
10,78204,11610,65798,18239
11,77323,11713,62990,16603
12,77553,12194,66512,19317
13,76275,11995,65869,18930
14,75981,12160,64585,19059
15,78306,11899,70465,19677
16,77768,11851,70310,20853
17,76166,11981,66777,19101
18,73635,4719,63711,8504
19,84191,10798,83225,20404
20,81913,10533,80486,20034
21,32642,4444,0,0
22,26,0,0,0
23,28,0,0,0
24,27,0,0,0
25,26,0,0,0
26,26,0,0,0
27,26,0,0,0
28,27,0,0,0
29,28,0,0,0
30,25,0,0,0
