syscall_name,count,errors,total_time_us,avg_time_us,pct_time
read,1791370,0,98794437,55,20.15
futex,78831,0,360398464,4571,73.51
write,51186,0,3931531,76,0.80
shutdown,25597,0,1376689,53,0.28
rt_sigreturn,89,0,8510,95,0.00
restart_syscall,6,0,10750675,1791779,2.19
openat,5,0,338,67,0.00
