timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1605,322,1055,306
2,49155,9445,34121,10326
3,54465,9760,45670,15402
4,59538,9859,53931,16791
5,56616,9321,47469,17158
6,58996,9198,49400,17021
7,55511,9878,44059,15568
8,58289,9991,47614,15577
9,57081,9835,49500,17002
10,56070,10254,44810,15111
11,54733,9879,42534,13864
12,57225,10182,49668,16170
13,57511,10030,49061,17029
14,56708,9708,49404,16895
15,57814,9583,51656,17670
16,58156,10039,51546,17072
17,56456,9863,50284,17803
18,54529,9691,46045,16995
19,51643,9242,66713,17572
20,533,50,0,0
21,137,9,0,0
22,238,37,0,0
23,41,0,0,0
24,39,0,0,0
25,196,21,0,0
26,43,0,0,0
27,42,0,0,0
28,39,0,0,0
29,40,0,0,0
30,39,0,0,0
