syscall_name,count,errors,total_time_us,avg_time_us,pct_time
read,2442591,0,120646050,49,19.96
futex,113133,0,452163450,3996,74.79
write,74023,0,4156018,56,0.69
shutdown,37012,0,1769166,47,0.29
rt_sigreturn,83,0,4044,48,0.00
restart_syscall,6,0,6452680,1075446,1.07
openat,5,0,366,73,0.00
