timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,94748,397562608,94748.0,379.145,0.094748
2,96647,405530812,96647.0,386.744,0.096647
3,96037,402971252,96037.0,384.303,0.096037
4,79950,335470200,79950.0,319.929,0.079950
5,74359,312010364,74359.0,297.556,0.074359
6,75230,315665080,75230.0,301.042,0.075230
7,69938,293459848,69938.0,279.865,0.069938
8,62052,260370192,62052.0,248.308,0.062052
9,70785,297013860,70785.0,283.254,0.070785
10,71104,298352384,71104.0,284.531,0.071104
11,71125,298440500,71125.0,284.615,0.071125
12,42339,177654444,42339.0,169.424,0.042339
13,6650,27903400,6650.0,26.611,0.006650
14,6708,28146768,6708.0,26.843,0.006708
15,6785,28469860,6785.0,27.151,0.006785
16,6833,28671268,6833.0,27.343,0.006833
17,6624,27794304,6624.0,26.507,0.006624
18,6414,26913144,6414.0,25.666,0.006414
19,6648,27895008,6648.0,26.603,0.006648
20,6592,27660032,6592.0,26.379,0.006592
21,6461,27110356,6461.0,25.854,0.006461
22,5633,23636068,5633.0,22.541,0.005633
23,5564,23346544,5564.0,22.265,0.005564
24,4474,18772904,4474.0,17.903,0.004474
25,4856,20375776,4856.0,19.432,0.004856
26,5267,22100332,5267.0,21.077,0.005267
27,6201,26019396,6201.0,24.814,0.006201
28,6411,26900556,6411.0,25.654,0.006411
29,6160,25847360,6160.0,24.650,0.006160
30,5181,21739476,5181.0,20.732,0.005181
