timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,13986,230476785,13986.0,219.800,0.013986
2,12615,207727485,12615.0,198.104,0.012615
3,13053,214799550,13053.0,204.849,0.013053
4,11135,183148350,11135.0,174.664,0.011135
5,12576,206985660,12576.0,197.397,0.012576
6,12191,200605965,12191.0,191.313,0.012191
7,14510,239147895,14510.0,228.069,0.014510
8,14689,242148165,14689.0,230.930,0.014689
9,14705,242296530,14705.0,231.072,0.014705
10,14681,241999800,14681.0,230.789,0.014681
11,14711,242494350,14711.0,231.261,0.014711
12,14705,242313015,14705.0,231.088,0.014705
13,14933,246055110,14933.0,234.656,0.014933
14,14672,241801980,14672.0,230.600,0.014672
15,14660,241571190,14660.0,230.380,0.014660
16,14690,242098710,14690.0,230.883,0.014690
17,14695,242197620,14695.0,230.978,0.014695
18,14687,242098710,14687.0,230.883,0.014687
19,14708,242411925,14708.0,231.182,0.014708
20,14685,242032770,14685.0,230.820,0.014685
21,14690,242065740,14690.0,230.852,0.014690
22,14712,242510835,14712.0,231.276,0.014712
23,14680,241917375,14680.0,230.710,0.014680
24,14695,242164650,14695.0,230.946,0.014695
25,14706,242428410,14706.0,231.198,0.014706
26,14593,240532635,14593.0,229.390,0.014593
27,14585,240400755,14585.0,229.264,0.014585
28,14594,240532635,14594.0,229.390,0.014594
29,14538,239576505,14538.0,228.478,0.014538
30,14629,241010700,14629.0,229.846,0.014629
