timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,108095,129343,164863,1395711,1489,1504255,118641,103254
2,106943,125631,160383,1309695,1773,1379327,112868,93786
3,80895,113727,1153023,2134015,2410,2144255,113932,193609
4,96831,149759,1186815,1232895,1284,1312767,137782,187570
5,104383,133119,1142783,1297407,1602,2285567,126389,146016
6,111999,130943,171519,1202175,1912,1412095,121612,95406
7,113471,123775,140543,1252351,1670,1398783,121404,104074
8,105727,126335,142591,1147903,1651,1253375,113448,87328
9,85439,127679,1168383,1343487,2480,1375231,119167,186248
10,97599,149503,1148927,1402879,2168,2451455,136091,200848
11,112447,134783,1071103,1176575,2322,1272831,123174,106955
12,111999,132351,157951,1199103,1781,1230847,115687,55409
13,99647,114815,130175,1177599,1844,1435647,106457,101778
14,86399,138751,1221631,2236415,1876,2252799,148959,270439
15,116287,133247,156671,1285119,1964,1391615,121269,72881
16,110079,140799,161919,1321983,1537,2369535,120279,110446
17,115903,148607,1101823,1222655,2038,1263615,126369,109327
18,119039,136703,147967,1228799,2362,1383423,123481,71201
19,95423,114623,124159,1295359,2694,1304575,102259,79532
20,105279,149887,1128447,1196031,1419,1200127,136967,177374
21,109439,117055,323839,1291263,1462,1310719,117208,103395
22,118015,141823,1147903,2146303,1554,2164735,134959,140811
23,84543,125055,165631,1382399,1873,1485823,103229,107718
24,80447,114815,1180671,1369087,4804,2129919,128095,220501
25,84095,130047,1148927,2131967,3218,2174975,132495,233691
26,105727,124607,1172479,2156543,2404,2160639,127484,161853
27,109119,123903,1164287,2209791,3302,2226175,128911,160729
28,102399,113343,1119231,1399807,3096,2236415,118579,137760
29,118079,132479,168447,1695743,2092,2213887,127716,101664
30,107071,128639,141311,151935,1899,1398783,109686,21325
