timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,101936,11207060,0,101416
2,101936,11207060,0,101424
3,101940,11207060,0,101440
4,101944,11207060,0,101452
5,101964,11207060,0,101476
6,101964,11207060,0,101476
7,101972,11207060,0,101480
8,101976,11207060,0,101480
9,101980,11207060,0,101484
10,101980,11207060,0,101484
11,101992,11207060,0,101508
12,101996,11207060,0,101508
13,102024,11207060,0,101512
14,102024,11207060,0,101520
15,102024,11207060,0,101540
16,102024,11207060,0,101540
17,102024,11207060,0,101552
18,102028,11207060,0,101560
19,102028,11207060,0,101572
20,102028,11207060,0,101576
21,102028,11207060,0,101576
22,102028,11207060,0,101580
23,102028,11207060,0,101580
24,102028,11207060,0,101584
25,102028,11207060,0,101584
26,102108,11207060,0,0
27,102108,11207060,0,0
28,102108,11207060,0,0
29,102108,11207060,0,0
30,102108,11207060,0,0
