timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,8391,9351,11255,13567,54,15623,8164,1751
2,10071,12983,16239,19359,61,22511,9975,2728
3,10143,12047,14239,15511,63,18143,9906,2360
4,10679,12951,14511,16135,68,18415,10552,2434
5,10471,15423,17391,19215,62,21791,10941,3300
6,10903,13719,16543,19311,63,23327,10789,2825
7,9711,11543,14015,17679,61,20351,9536,2292
8,10655,13359,15927,17647,61,19183,10457,2778
9,8111,9167,11743,13439,61,15183,7875,1812
10,8139,9471,12103,13327,61,14631,7894,1987
11,8103,9063,11575,13183,59,14503,7871,1774
12,8287,9175,11655,13119,61,14743,8054,1815
13,8247,8967,11775,13119,61,14143,8022,1701
14,8183,8959,11655,13655,60,15567,7949,1738
15,8223,9007,12255,17567,63,19503,7946,1863
16,8239,9215,11615,12959,62,14247,7992,1810
17,8191,8855,11607,14703,64,15527,7934,1753
18,8167,9087,11967,13823,44,15215,7935,1816
19,8215,8855,11775,13311,59,15247,7944,1743
20,8183,9015,12055,13911,58,15351,7910,1804
21,8139,8887,11431,12935,61,14359,7912,1664
22,8135,8791,10695,12407,53,13423,7908,1576
23,8115,8743,10255,12271,63,13479,7905,1521
24,8151,8807,11151,13551,63,15127,7911,1663
25,8191,8839,10735,13311,57,14959,7948,1640
26,8155,8831,10591,12847,60,13887,7930,1596
27,8139,8879,11447,13335,60,16143,7920,1676
28,8107,8863,11439,13999,61,17119,7887,1671
29,8131,8927,11303,13007,59,14031,7912,1694
30,8167,8807,11167,13823,54,15319,7915,1672
