timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,10111,11471,15423,17631,113,18831,10011,1900
2,10103,12135,15455,18319,110,20671,9974,2276
3,9935,10943,13863,16511,111,18143,9817,1668
4,11703,14839,18495,20223,107,26431,11719,2699
5,12399,14551,17039,19039,114,23199,12274,2377
6,12199,14239,16911,19663,126,21631,12079,2358
7,14727,17391,21183,24783,105,29519,14291,3328
8,13351,18911,21759,23999,143,30111,13895,3782
9,12687,15159,19263,22287,128,27631,12665,2709
10,12351,15247,17647,19711,100,22479,12347,2575
11,13671,15703,18879,22367,115,26767,13168,2992
12,11967,180351,248575,252415,89,254591,34743,64626
13,220543,231167,238591,238847,213760,238847,221498,6379
14,223103,229247,238335,238463,213248,238591,223140,5176
15,217087,219647,221311,221439,213376,221439,217004,1765
16,217855,241535,247551,248191,213248,248319,222979,10079
17,215167,217471,218751,219007,212352,219007,215054,1522
18,235007,246783,251775,252543,215040,252671,233806,10379
19,222975,239231,244095,244607,214912,244607,224750,6877
20,216319,228479,241023,244095,211584,244223,218410,6678
21,221695,229375,231167,231551,212480,231551,222235,5533
22,234367,248063,251007,251135,211584,251135,229676,13825
23,223231,251135,254591,255487,215808,255615,228306,12647
24,217983,221183,226175,226303,214144,226431,218357,2325
25,220415,224895,227455,227967,214144,228095,220761,2824
26,216959,224127,226815,226943,213376,226943,217926,3377
27,221055,226047,227199,227455,215808,227583,221218,3186
28,225023,230527,232575,232959,219136,232959,225318,3293
29,227071,233727,237183,237439,219264,237439,227530,4335
30,216575,222847,227199,227583,211584,227711,217196,3613
