timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,515124,7545444,0,103248
2,515124,7545444,0,103248
3,515124,7545444,0,103248
4,515124,7545444,0,103248
5,515124,7545444,0,103256
6,515124,7545444,0,103276
7,515124,7545444,0,103276
8,515124,7545444,0,103284
9,515124,7545444,0,103284
10,515124,7545444,0,103304
11,515124,7545444,0,103308
12,515124,7545444,0,103324
13,515124,7545444,0,103336
14,515124,7545444,0,103340
15,515124,7545444,0,103340
16,515124,7545444,0,103340
17,515124,7545444,0,103340
18,515124,7545444,0,103340
19,515124,7545444,0,103344
20,515124,7545444,0,103344
21,515124,7545444,0,0
22,515124,7545444,0,0
23,515124,7545444,0,0
24,515124,7545444,0,0
25,515124,7545444,0,0
26,515124,7545444,0,0
27,515124,7545444,0,0
28,515124,7545444,0,0
29,515124,7545444,0,0
30,515124,7545444,0,0
