timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,99654,418148184,99654.0,398.777,0.099654
2,103370,433740520,103370.0,413.647,0.103370
3,102065,428264740,102065.0,408.425,0.102065
4,85376,358237696,85376.0,341.642,0.085376
5,81567,342255132,81567.0,326.400,0.081567
6,82913,347902948,82913.0,331.786,0.082913
7,70048,293921408,70048.0,280.305,0.070048
8,71878,301600088,71878.0,287.628,0.071878
9,78976,331383296,78976.0,316.032,0.078976
10,81019,339955724,81019.0,324.207,0.081019
11,75927,318589692,75927.0,303.831,0.075927
12,25886,108617656,25886.0,103.586,0.025886
13,4466,18739336,4466.0,17.871,0.004466
14,4526,18991096,4526.0,18.111,0.004526
15,4624,19402304,4624.0,18.503,0.004624
16,4480,18798080,4480.0,17.927,0.004480
17,4654,19528184,4654.0,18.624,0.004654
18,4258,17866568,4258.0,17.039,0.004258
19,4416,18529536,4416.0,17.671,0.004416
20,4640,19469440,4640.0,18.568,0.004640
21,4507,18911372,4507.0,18.035,0.004507
22,4277,17946292,4277.0,17.115,0.004277
23,4448,18663808,4448.0,17.799,0.004448
24,4560,19133760,4560.0,18.247,0.004560
25,4560,19133760,4560.0,18.247,0.004560
26,4576,19200896,4576.0,18.311,0.004576
27,4512,18932352,4512.0,18.055,0.004512
28,4448,18663808,4448.0,17.799,0.004448
29,4393,18433028,4393.0,17.579,0.004393
30,4620,19385520,4620.0,18.487,0.004620
