timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1474,206,1914,197
2,84853,11041,161693,10556
3,85117,10785,160282,10129
4,84258,11315,160489,10763
5,82714,11727,157713,11022
6,84428,11346,160680,10988
7,83702,11387,156692,10578
8,83480,12122,158324,11535
9,83951,12200,159301,11519
10,83947,12165,159211,11678
11,83862,12307,159032,11753
12,84109,12382,159648,12110
13,84072,12449,159540,11768
14,84195,12731,160229,11839
15,83754,12799,158934,12203
16,83518,12751,158925,11830
17,82757,13034,158088,12223
18,82885,12919,156908,12472
19,83787,13275,159250,12685
20,83771,13566,160127,12798
21,83673,13580,159598,13013
22,84304,13333,159691,12741
23,38682,6373,0,0
24,26,0,0,0
25,28,0,0,0
26,25,0,0,0
27,26,0,0,0
28,26,0,0,0
29,26,0,0,0
30,28,0,0,0
