timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,66433,10762146,66433.0,10.264,0.066433
2,67866,10994292,67866.0,10.485,0.067866
3,67830,10988460,67830.0,10.479,0.067830
4,53336,8640432,53336.0,8.240,0.053336
5,49265,7980930,49265.0,7.611,0.049265
6,45046,7297452,45046.0,6.959,0.045046
7,43384,7028208,43384.0,6.703,0.043384
8,47080,7626960,47080.0,7.274,0.047080
9,53451,8659062,53451.0,8.258,0.053451
10,62056,10053072,62056.0,9.587,0.062056
11,62207,10077534,62207.0,9.611,0.062207
12,61127,9902574,61127.0,9.444,0.061127
13,61475,9958950,61475.0,9.498,0.061475
14,61534,9968508,61534.0,9.507,0.061534
15,60466,9795492,60466.0,9.342,0.060466
16,61338,9936756,61338.0,9.476,0.061338
17,61389,9945018,61389.0,9.484,0.061389
18,61363,9940806,61363.0,9.480,0.061363
19,61382,9943884,61382.0,9.483,0.061382
20,61331,9935622,61331.0,9.475,0.061331
21,61668,9990216,61668.0,9.527,0.061668
22,61191,9912942,61191.0,9.454,0.061191
23,61093,9897066,61093.0,9.439,0.061093
24,60969,9876978,60969.0,9.419,0.060969
25,60742,9840204,60742.0,9.384,0.060742
26,61251,9922662,61251.0,9.463,0.061251
27,61371,9942102,61371.0,9.482,0.061371
28,61191,9912942,61191.0,9.454,0.061191
29,61391,9945342,61391.0,9.485,0.061391
30,61226,9918612,61226.0,9.459,0.061226
