timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,847,1414,2489,2811,49,3119,892,459
2,817,1349,1686,2173,50,3011,837,387
3,803,1337,1636,1896,51,2553,822,382
4,930,1486,2105,2867,50,4683,953,427
5,962,1520,2079,2777,77,5503,983,422
6,985,1553,2093,2651,58,3845,1006,422
7,1109,1771,2565,3641,78,5487,1150,490
8,1115,1778,2651,3917,84,5475,1158,499
9,1267,2065,3053,4491,107,8903,1340,575
10,1151,1835,2633,3597,56,5243,1200,493
11,1003,1578,2253,5999,109,9247,1033,481
12,911,1438,1856,2167,83,2701,929,388
13,920,1449,1874,2189,58,2869,937,391
14,926,1458,1905,2255,51,2865,943,395
15,918,1454,1904,2619,51,5211,939,406
16,822,1370,1790,2123,46,4045,842,399
17,653,1031,1140,1230,44,1627,628,297
18,486,964,1078,1121,46,2189,533,280
19,530,981,1090,1113,46,1163,545,304
20,514,978,1094,1113,44,1139,535,304
21,571,1036,1107,1142,43,2171,586,315
22,649,1042,1089,1146,45,2187,625,287
23,693,1039,1093,1137,46,2179,643,302
24,644,1021,1074,1114,43,1146,627,288
25,588,950,1071,1116,51,1529,589,257
26,623,1049,1096,1137,45,2201,624,298
27,664,1033,1089,1126,47,1299,650,286
28,508,983,1081,1117,44,1451,540,304
29,553,974,1070,1112,42,2181,554,289
30,519,969,1085,1120,47,2169,538,292
