timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,700,241,1428,327
2,22090,5742,77810,9864
3,22540,5421,80528,10437
4,22641,5519,77859,10463
5,22211,5375,78626,10423
6,22546,5480,80931,10512
7,31248,1771,121527,3903
8,27460,88,43114,158
9,26663,97,38999,101
10,26260,78,37406,113
11,26238,69,37700,145
12,28467,144,50266,270
13,27514,131,43494,221
14,27711,89,43646,151
15,28080,88,44136,149
16,28085,95,43968,175
17,28432,138,49971,229
18,27771,88,43750,157
19,27791,103,43546,147
20,27773,112,43946,173
21,21930,58,0,0
22,15196,0,0,0
23,15211,1,0,0
24,15192,0,0,0
25,15206,0,0,0
26,15219,3,0,0
27,15195,3,0,0
28,15201,4,0,0
29,15207,4,0,0
30,15180,3,0,0
