timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,804,386,1058,295
2,19350,4736,44944,7455
3,27720,2046,82586,4309
4,27775,143,41971,277
5,27029,143,39324,182
6,26484,88,37008,175
7,25806,197,40378,481
8,28829,182,48412,387
9,27756,109,41595,227
10,27157,102,39555,187
11,25436,94,33510,144
12,26080,142,41024,283
13,28605,165,47361,296
14,28156,122,42987,218
15,27787,129,42052,248
16,26850,134,38904,170
17,28534,140,49259,352
18,28426,136,47262,275
19,27392,108,40596,195
20,15279,8,0,0
21,15184,4,0,0
22,15174,5,0,0
23,15191,7,0,0
24,15204,1,0,0
25,15190,3,0,0
26,15204,5,0,0
27,15217,1,0,0
28,15202,4,0,0
29,15207,6,0,0
30,15184,6,0,0
