timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1793,447,1122,523
2,56904,10821,45162,15310
3,57939,10632,46077,15526
4,56594,11232,45498,16066
5,56307,10879,45075,16116
6,58059,11382,45678,15559
7,58872,11570,45839,14668
8,57239,11267,45093,15642
9,59409,11135,45625,15073
10,56764,11451,44892,16350
11,56820,11020,45155,15802
12,57162,10894,45302,16290
13,57959,10951,46667,15601
14,57530,11471,45342,16475
15,57707,11099,45494,16143
16,58086,11391,45755,16369
17,58306,11222,46220,16591
18,58180,11181,45658,15947
19,53337,10359,40622,13878
20,26,0,0,0
21,26,0,0,0
22,27,0,0,0
23,28,0,0,0
24,26,0,0,0
25,26,0,0,0
26,26,0,0,0
27,27,0,0,0
28,28,0,0,0
29,26,0,0,0
30,26,0,0,0
