timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,186,233,273,307,162,312,196,24
2,188,221,266,311,162,338,194,21
3,183,224,260,280,164,932,191,23
4,226,312,379,599,165,1207,234,57
5,259,361,446,779,185,3599,275,85
6,264,391,487,1487,190,3093,290,99
7,261,361,426,499,186,938,276,57
8,216,292,391,465,177,1262,230,50
9,197,247,287,345,174,999,207,27
10,195,245,294,336,168,353,205,26
11,194,241,282,337,167,385,203,24
12,194,237,278,378,170,3607,203,56
13,192,242,282,333,169,418,202,25
14,195,239,278,314,172,479,203,23
15,193,241,279,310,169,355,201,23
16,194,231,270,312,171,369,202,21
17,197,237,280,329,173,356,205,22
18,192,236,278,320,173,980,201,26
19,190,234,276,303,169,345,198,22
20,193,243,280,320,166,367,202,24
21,198,244,284,335,173,396,207,24
22,201,244,278,319,172,366,208,23
23,199,245,284,343,171,378,207,25
24,192,242,284,333,166,370,200,25
25,195,242,299,329,172,639,205,26
26,195,244,284,307,168,354,205,25
27,188,223,280,326,166,963,195,24
28,190,245,279,327,166,1012,200,29
29,192,233,281,308,170,355,200,23
30,193,231,272,305,169,353,200,21
