timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,146,6,1404,1
2,9031,93,114829,32
3,9181,65,114177,35
4,9167,70,116263,36
5,9358,62,116291,34
6,9222,82,117100,44
7,9338,38,115922,25
8,9244,61,117000,39
9,9346,50,115697,16
10,9267,65,118081,28
11,9177,68,115740,9
12,9614,49,117540,25
13,9284,71,114534,22
14,9310,70,114736,20
15,9030,60,114613,33
16,9056,52,113414,28
17,9272,75,116598,23
18,9162,85,115282,33
19,9361,36,116510,23
20,9178,58,116035,43
21,9925,38,119274,10
22,9099,72,116431,33
23,9520,87,116440,26
24,5869,41,0,0
25,26,0,0,0
26,26,0,0,0
27,28,0,0,0
28,26,0,0,0
29,26,0,0,0
30,26,0,0,0
