timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,492996,7547572,0,0
2,492996,7547572,0,0
3,492996,7547572,0,0
4,492996,7547572,0,0
5,492996,7547572,0,0
6,492996,7547572,0,0
7,492996,7547572,0,0
8,492996,7547572,0,0
9,492996,7547572,0,0
10,492996,7547572,0,0
11,492996,7547572,0,0
12,492996,7547572,0,0
13,492996,7547572,0,0
14,492996,7547572,0,0
15,492996,7547572,0,0
16,492996,7547572,0,0
17,492996,7547572,0,0
18,492996,7547572,0,0
19,492996,7547572,0,0
20,492996,7547572,0,0
21,492996,7547572,0,0
22,492996,7547572,0,0
23,492996,7547572,0,0
24,493004,7547572,0,0
25,493004,7547572,0,0
26,493004,7547572,0,0
27,493004,7547572,0,0
28,493004,7547572,0,0
29,493004,7547572,0,0
30,493004,7547572,0,0
