timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1933,444,1439,449
2,77352,12775,60007,21534
3,76639,13144,59822,21845
4,76717,12898,59219,21466
5,74804,12351,56346,21025
6,76749,13359,57938,20926
7,78839,13437,58839,20470
8,77475,13755,58859,20575
9,77238,13713,58805,21626
10,76012,12755,59282,22837
11,77833,13272,58390,20942
12,77056,13642,59555,22654
13,73248,12651,55900,19640
14,66630,11198,50344,16513
15,66843,11425,50098,17699
16,65936,11351,49748,17844
17,66617,11513,49079,16890
18,66971,11960,49535,18061
19,65534,11378,48964,16577
20,65097,11153,48673,16983
21,20601,3526,0,0
22,25,0,0,0
23,28,0,0,0
24,27,0,0,0
25,26,0,0,0
26,26,0,0,0
27,26,0,0,0
28,28,0,0,0
29,27,0,0,0
30,26,0,0,0
