timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,508136,7223844,0,2614764
2,508136,7223844,0,2614860
3,508328,7223844,0,2614860
4,508336,7223844,0,2614868
5,508336,7223844,0,2614868
6,508336,7223844,0,2614868
7,508336,7223844,0,2614872
8,508336,7223844,0,2614996
9,508336,7223844,0,2616084
10,508336,7223844,0,2616084
11,508336,7223844,0,2616116
12,508336,7223844,0,2616116
13,508336,7223844,0,2616116
14,508336,7223844,0,2616116
15,508336,7223844,0,2616180
16,508336,7223844,0,2616180
17,508336,7223844,0,2616180
18,508336,7223844,0,2616180
19,508340,7223844,0,2616180
20,508340,7223844,0,2616180
21,508340,7223844,0,2617564
22,508340,7223844,0,0
23,508340,7223844,0,0
24,508340,7223844,0,0
25,508340,7223844,0,0
26,508340,7223844,0,0
27,508340,7223844,0,0
28,508340,7223844,0,0
29,508340,7223844,0,0
30,508340,7223844,0,0
