timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,65663,148223,195711,233855,45,238463,76602,47713
2,75135,148223,198783,241791,40,246271,79663,48619
3,74111,150143,197503,217727,48,222463,80522,49263
4,96383,191743,285183,303359,53,305663,104009,66009
5,92543,188159,245503,258175,47,260735,100566,61517
6,99007,188287,262655,290303,52,296191,103257,61467
7,119615,232447,274687,286719,61,288511,124965,73934
8,160639,236671,286463,310271,42,313087,142380,76072
9,114559,241023,321023,339711,50,343807,131721,78904
10,130815,207231,311039,318463,49,320511,123957,71833
11,101823,188415,256511,270335,44,272383,106631,60338
12,100607,156671,227711,245887,50,250111,95050,49911
13,80383,150015,229503,254719,67,258175,84151,51759
14,14463,78655,114175,117375,45,118527,26658,32134
15,646,999,1085,1128,48,2177,623,285
16,675,988,1072,1108,48,1134,655,252
17,630,988,1073,1107,45,1129,616,280
18,670,1068,1136,1177,44,1478,647,315
19,114303,479231,555007,563199,53,566271,178662,190664
20,660479,1015295,1132543,1143807,1465,1144831,601644,326544
21,981503,1507327,1605631,1614847,1569,1618943,1029429,375705
22,984063,1009151,1014271,1016319,1324,1017855,939924,194441
23,989183,1189887,1261567,1265663,1467,1267711,967592,266154
24,1390591,1460223,1479679,1482751,1297,1484799,1309941,334885
25,1216511,1282047,1310719,1312767,1159,1314815,1171002,236603
26,1159167,1165311,1167359,1170431,1302,1173503,1110903,230673
27,1144831,1158143,1164287,1166335,1307,1169407,1095931,231526
28,1115135,1136639,1146879,1149951,1365,1153023,1082657,181773
29,1079295,1103871,1107967,1110015,1343,1112063,1043488,198953
30,1101823,1110015,1116159,1118207,1349,1121279,1055584,214315
