timestamp_sec,requests_completed,bytes_sent,throughput_rps,throughput_mbs,throughput_mpps
1,56139,235559244,56139.0,224.647,0.056139
2,57491,241232236,57491.0,230.057,0.057491
3,57390,240808440,57390.0,229.653,0.057390
4,46359,194522364,46359.0,185.511,0.046359
5,42293,177461428,42293.0,169.240,0.042293
6,39009,163681764,39009.0,156.099,0.039009
7,38616,162032736,38616.0,154.526,0.038616
8,41008,172069568,41008.0,164.098,0.041008
9,40761,171033156,40761.0,163.110,0.040761
10,50953,213798788,50953.0,203.894,0.050953
11,53251,223441196,53251.0,213.090,0.053251
12,53005,222408980,53005.0,212.106,0.053005
13,52986,222329256,52986.0,212.030,0.052986
14,53543,224666428,53543.0,214.259,0.053543
15,53190,223185240,53190.0,212.846,0.053190
16,53260,223478960,53260.0,213.126,0.053260
17,53440,224234240,53440.0,213.846,0.053440
18,53420,224150320,53420.0,213.766,0.053420
19,52579,220621484,52579.0,210.401,0.052579
20,53276,223546096,53276.0,213.190,0.053276
21,53693,225295828,53693.0,214.859,0.053693
22,53435,224213260,53435.0,213.826,0.053435
23,51722,217025512,51722.0,206.972,0.051722
24,52062,218452152,52062.0,208.332,0.052062
25,52732,221263472,52732.0,211.013,0.052732
26,51997,218179412,51997.0,208.072,0.051997
27,52478,220197688,52478.0,209.997,0.052478
28,53248,223428608,53248.0,213.078,0.053248
29,53240,223395040,53240.0,213.046,0.053240
30,52952,222186592,52952.0,211.894,0.052952
