timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1381,228,1739,198
2,72485,11188,142118,10179
3,72589,11714,142980,10557
4,72565,11381,141872,10445
5,72121,11442,141354,10656
6,73226,11617,143766,10676
7,72766,11765,142519,10781
8,73289,11486,141865,10467
9,73096,12035,142792,10842
10,73172,11874,143191,10725
11,72786,11541,139373,10333
12,73350,12201,143110,10835
13,73386,12074,143885,10876
14,73218,12158,142792,10966
15,71922,10136,129598,9409
16,72364,12582,141738,11239
17,71755,12416,139584,11415
18,71838,11738,138114,10941
19,72322,11957,138878,10634
20,72871,12339,142858,11032
21,72678,12147,141697,11145
22,59344,10019,116039,9058
23,26,0,0,0
24,26,0,0,0
25,28,0,0,0
26,26,0,0,0
27,26,0,0,0
28,26,0,0,0
29,26,0,0,0
30,28,0,0,0
