timestamp_sec,server_voluntary,server_involuntary,client_voluntary,client_involuntary
1,1291,439,1012,385
2,25510,6979,24300,8505
3,26070,7083,24069,8838
4,25988,7314,24900,8467
5,25429,7184,23930,8019
6,26123,7407,24536,8522
7,25153,7371,23453,8142
8,26301,7029,23834,8178
9,25889,6921,24192,8223
10,25588,6941,23764,8377
11,25984,7037,24374,8389
12,24191,6754,22198,7033
13,26,0,0,0
14,26,0,0,0
15,27,0,0,0
16,26,0,0,0
17,28,0,0,0
18,26,0,0,0
19,26,0,0,0
20,27,0,0,0
21,26,0,0,0
22,28,0,0,0
23,26,0,0,0
24,26,0,0,0
25,27,0,0,0
26,25,0,0,0
27,28,0,0,0
28,26,0,0,0
29,26,0,0,0
30,27,0,0,0
