timestamp_sec,p50_us,p90_us,p99_us,p999_us,min_us,max_us,mean_us,stddev_us
1,5587,8135,11631,15487,568,18655,5800,1852
2,5531,8271,11591,15135,612,21471,5804,1848
3,5791,8703,12335,15695,592,23231,6096,2008
4,5715,8271,11567,14983,547,18591,5921,1815
5,5791,8543,12239,15991,666,20319,6039,1942
6,5767,8679,12143,15727,643,21343,6077,1971
7,5763,8407,11567,14383,625,19535,5989,1831
8,5839,8663,11903,14767,587,18431,6102,1910
9,5731,8455,11631,15231,612,20415,5980,1895
10,5667,8519,11783,15807,558,19951,5965,1925
11,5695,8375,11719,15655,624,20895,5953,1880
12,5811,8767,12575,16039,581,19903,6122,2066
13,6239,9503,13487,17119,475,23231,6582,2217
14,6299,9775,14303,18655,604,23215,6729,2353
15,5895,8895,12655,15695,541,20303,6212,2033
16,5795,8391,11231,14495,655,21407,6009,1792
17,6055,9351,13847,19583,600,23039,6439,2298
18,6223,9751,14295,19263,540,21871,6653,2388
19,5863,8655,12303,16111,458,24047,6144,1963
20,5687,8239,11047,13439,579,16431,5893,1754
21,5735,8447,11911,15495,644,18623,5986,1921
22,5915,9087,13151,16895,538,21071,6234,2200
23,6047,9375,13503,16095,536,21711,6443,2223
24,5983,9183,13439,17551,596,22175,6356,2176
25,5775,8455,11631,14503,556,20447,6018,1854
26,5751,8463,11567,14375,507,19487,5992,1863
27,5727,8447,11695,14967,533,19343,5961,1907
28,6011,9095,12767,16415,564,19375,6330,2091
29,6067,9183,12751,16271,656,19503,6372,2127
30,5999,8959,12911,16975,557,20975,6286,2076
