syscall_name,count,errors,total_time_us,avg_time_us,pct_time
accept,91358,0,490852,5,0.10
shutdown,91321,0,2371759,25,0.50
futex,44437,0,263163373,5922,55.62
restart_syscall,6,0,716224,119370,0.15
