syscall_name,count,errors,total_time_us,avg_time_us,pct_time
read,430450,0,32564900,75,21.17
write,30383,0,2829318,93,1.84
futex,20128,0,97647614,4851,63.47
shutdown,6154,0,488865,79,0.32
rt_sigreturn,184,0,6685,36,0.00
restart_syscall,9,0,10111437,1123493,6.57
