timestamp_sec,server_rss_kb,server_vsz_kb,server_heap_kb,client_rss_kb
1,109160,11410860,0,105172
2,109160,11410860,0,105176
3,109172,11410860,0,105184
4,109176,11410860,0,105184
5,109188,11410860,0,105220
6,109188,11410860,0,105220
7,109192,11410860,0,105252
8,109192,11410860,0,105260
9,109192,11410860,0,105264
10,109200,11410860,0,105288
11,109220,11410860,0,105292
12,109220,11410860,0,105292
13,109232,11410860,0,105300
14,109232,11410860,0,105320
15,109236,11410860,0,105328
16,109236,11410860,0,105336
17,109236,11410860,0,105336
18,109268,11410860,0,105360
19,109272,11410860,0,105364
20,109272,11410860,0,105396
21,109272,11410860,0,105396
22,109272,11410860,0,105400
23,109272,11410860,0,105400
24,109276,11410860,0,105400
25,109276,11410860,0,105400
26,109276,11410860,0,105400
27,109276,11410860,0,105404
28,109276,11410860,0,105404
29,109276,11410860,0,105404
30,109336,11410860,0,0
